90	0.8	60
270	0.1	45
90	0.1	60
0	0.4	45
180	0.1	5
0	0.1	45
90	0.4	25
90	0.1	45
90	0.1	5
180	0.8	60
270	0.4	15
90	0.8	15
180	0.1	5
270	0.4	60
90	0.4	60
90	0.2	25
0	0	1
0	0.2	15
180	0.8	15
90	0.4	25
0	0.1	60
0	0.2	45
180	0.2	60
180	0.1	25
180	0.4	25
90	0.2	15
90	0.8	15
90	0.1	25
180	0.1	60
90	0.8	15
90	0.8	5
270	0.2	45
180	0.8	15
180	0.1	15
0	0.1	25
90	0.8	25
270	0.4	5
90	0.4	5
270	0.8	45
270	0.4	60
90	0.1	45
90	0.4	5
270	0.8	60
90	0.4	25
90	0.4	45
270	0.4	45
90	0.8	5
0	0	1
90	0.1	15
270	0.2	15
180	0.1	45
270	0.8	5
270	0.4	15
270	0.8	45
90	0.4	45
180	0.1	25
180	0.8	25
0	0.2	45
90	0.1	15
270	0.4	15
0	0.4	5
270	0.2	5
0	0.4	15
270	0.4	25
0	0.1	15
0	0.8	25
0	0.1	45
90	0.4	60
0	0.2	45
90	0.2	25
90	0.4	15
90	0.2	45
0	0.8	15
0	0	1
180	0.4	5
90	0.1	5
90	0.8	25
0	0.8	45
270	0.4	15
270	0.1	25
0	0	1
180	0.4	5
90	0.1	15
0	0.8	15
270	0.1	45
0	0.8	15
90	0.4	60
90	0.8	15
270	0.4	45
270	0.8	45
0	0.8	15
270	0.2	60
0	0.1	15
0	0.4	45
0	0.4	5
90	0.1	45
0	0.2	5
270	0.2	25
180	0.1	15
270	0.1	45
90	0.2	45
270	0.8	25
90	0.4	45
180	0.1	15
0	0	1
90	0.4	5
90	0.2	45
90	0.4	45
270	0.1	15
90	0.2	45
270	0.1	5
0	0.2	25
90	0.2	25
0	0.4	5
270	0.2	45
180	0.2	45
180	0.4	15
180	0.8	15
0	0.2	45
0	0.8	5
0	0.2	5
270	0.2	15
180	0.2	60
180	0.2	45
180	0.4	45
180	0.4	45
0	0	1
180	0.2	15
0	0.1	5
180	0.4	25
270	0.4	15
0	0.1	25
180	0.2	60
270	0.4	15
0	0.4	15
90	0.2	25
90	0.1	5
270	0.4	45
90	0.8	5
270	0.2	45
180	0.2	45
180	0.8	15
0	0.2	60
180	0.1	45
0	0	1
270	0.8	15
270	0.4	5
270	0.1	60
270	0.2	15
0	0.2	45
180	0.4	60
180	0.2	60
270	0.2	45
0	0.4	25
180	0.1	60
90	0.2	60
90	0.4	45
0	0.8	45
90	0.8	15
180	0.2	25
0	0.1	60
270	0.2	25
0	0.8	45
180	0.8	25
180	0.2	45
270	0.4	60
90	0.2	45
270	0.2	60
180	0.8	5
0	0.1	25
90	0.8	25
270	0.8	25
180	0.1	45
270	0.8	60
180	0.1	60
0	0	1
180	0.4	15
270	0.4	25
270	0.1	5
270	0.8	15
0	0.1	45
270	0.4	25
270	0.8	5
0	0.8	60
180	0.2	5
0	0.4	25
90	0.2	5
0	0.8	5
0	0	1
0	0.8	15
0	0.4	25
90	0.8	25
270	0.4	5
90	0.1	5
90	0.1	25
180	0.2	15
0	0.8	5
0	0	1
90	0.1	60
180	0.8	5
90	0.1	60
180	0.1	25
90	0.2	60
180	0.2	15
270	0.1	5
180	0.4	25
90	0.8	45
0	0	1
0	0.4	60
270	0.4	15
180	0.1	60
180	0.1	5
180	0.4	15
180	0.1	5
270	0.4	60
90	0.4	60
90	0.4	45
180	0.1	25
270	0.2	60
90	0.8	60
270	0.1	60
270	0.8	60
180	0.8	25
0	0.2	25
270	0.2	60
0	0.8	25
0	0.4	25
180	0.8	60
0	0	1
270	0.1	60
270	0.2	15
270	0.8	25
0	0	1
180	0.4	60
180	0.2	45
0	0.1	45
0	0	1
0	0.1	5
270	0.2	15
0	0.8	25
270	0.1	5
270	0.8	45
270	0.1	25
0	0	1
90	0.4	60
180	0.8	5
270	0.1	15
90	0.4	15
180	0.8	60
270	0.4	60
180	0.4	25
0	0	1
270	0.4	60
90	0.1	15
90	0.2	15
270	0.8	25
0	0.1	60
0	0.2	5
90	0.2	25
0	0.1	60
270	0.8	15
0	0.2	60
270	0.4	25
270	0.8	5
270	0.1	25
90	0.2	5
90	0.2	25
270	0.8	15
180	0.1	5
90	0.1	15
270	0.8	60
180	0.4	25
270	0.8	5
0	0.4	5
0	0.8	15
90	0.4	5
90	0.8	25
180	0.8	60
180	0.2	45
180	0.1	15
180	0.2	60
0	0.4	15
90	0.8	45
180	0.8	60
0	0.8	15
270	0.4	25
90	0.1	5
0	0.2	5
180	0.4	5
0	0.1	5
90	0.2	5
270	0.2	60
0	0.8	45
0	0.1	25
180	0.4	45
90	0.8	45
0	0.1	25
90	0.1	5
180	0.1	45
0	0.8	60
0	0.2	45
180	0.8	45
90	0.1	45
90	0.1	15
0	0.2	15
90	0.8	25
0	0.1	45
90	0.8	60
0	0.2	60
270	0.8	60
0	0.4	25
0	0.2	15
270	0.1	5
0	0.2	45
90	0.1	60
0	0.2	15
0	0.2	5
180	0.2	60
270	0.4	60
90	0.8	60
90	0.2	25
180	0.1	25
180	0.4	25
0	0.2	25
270	0.1	25
270	0.1	60
0	0.4	60
180	0.2	45
0	0.2	15
270	0.1	25
270	0.1	60
0	0.2	25
270	0.1	25
180	0.4	45
90	0.4	25
90	0.4	60
270	0.1	15
270	0.1	60
270	0.1	45
0	0.1	25
0	0.2	15
180	0.4	25
180	0.8	5
180	0.8	45
90	0.2	60
0	0.1	15
0	0.2	15
90	0.4	5
270	0.2	15
180	0.2	60
0	0.8	5
270	0.4	25
270	0.8	5
90	0.1	15
180	0.2	60
270	0.1	15
0	0.8	5
90	0.4	15
90	0.4	25
90	0.4	5
0	0.8	5
90	0.4	45
270	0.8	25
90	0.1	45
180	0.2	5
270	0.2	45
180	0.8	60
0	0.2	15
0	0.8	60
0	0.8	45
90	0.8	5
0	0.2	25
0	0.8	45
270	0.2	45
180	0.8	25
0	0.8	5
270	0.8	5
270	0.2	5
90	0.4	60
90	0.4	15
180	0.4	5
180	0.4	25
270	0.4	5
180	0.4	15
180	0.2	25
270	0.1	15
180	0.4	60
270	0.8	5
0	0.2	15
180	0.2	25
0	0.2	60
180	0.4	5
270	0.1	60
270	0.2	45
270	0.4	45
0	0.1	60
180	0.1	5
90	0.2	45
270	0.1	45
270	0.2	15
0	0.1	25
180	0.2	25
90	0.2	45
0	0.1	45
270	0.1	15
0	0.1	5
270	0.8	60
90	0.4	45
180	0.4	25
90	0.4	60
270	0.2	25
0	0.1	45
270	0.4	60
90	0.2	25
0	0.1	5
0	0	1
180	0.8	25
0	0.8	25
270	0.1	25
270	0.2	15
180	0.1	45
270	0.2	45
0	0.8	60
270	0.1	45
270	0.4	25
90	0.8	25
270	0.4	25
180	0.1	15
90	0.1	45
180	0.2	45
0	0.2	60
180	0.8	60
90	0.4	5
0	0.1	15
0	0.4	25
0	0.8	25
180	0.2	5
0	0.8	45
270	0.8	60
0	0.1	5
90	0.8	15
270	0.8	60
270	0.8	5
180	0.2	15
0	0.2	45
0	0.1	5
270	0.1	5
0	0.2	25
90	0.2	5
180	0.1	5
180	0.4	60
270	0.8	45
180	0.4	45
90	0.4	15
90	0.1	15
0	0	1
90	0.1	45
180	0.2	25
180	0.8	45
270	0.4	45
90	0.2	45
90	0.8	5
180	0.1	25
180	0.1	45
0	0.4	5
0	0.4	45
180	0.4	5
0	0.4	45
0	0	1
0	0.2	25
0	0.2	60
90	0.1	5
270	0.1	45
0	0	1
180	0.2	45
0	0.2	60
90	0.1	25
90	0.4	5
90	0.8	45
90	0.2	60
270	0.1	25
270	0.4	45
270	0.8	15
0	0.1	5
180	0.8	15
90	0.4	15
270	0.8	60
0	0.4	25
90	0.8	60
0	0.4	45
270	0.2	25
270	0.1	5
0	0.8	45
0	0.2	15
180	0.8	15
270	0.8	5
0	0.2	25
270	0.2	5
0	0.2	5
90	0.8	15
270	0.1	60
180	0.2	25
270	0.4	45
0	0.8	45
180	0.4	45
270	0.4	15
180	0.2	5
90	0.2	15
0	0	1
0	0.2	45
180	0.8	45
270	0.2	5
180	0.2	15
0	0.1	5
0	0.4	60
270	0.8	15
0	0.4	45
90	0.2	25
270	0.1	15
270	0.4	25
270	0.2	25
0	0	1
0	0.2	45
270	0.1	15
270	0.1	15
270	0.8	45
270	0.4	15
180	0.2	15
180	0.2	5
270	0.2	5
270	0.2	25
0	0	1
180	0.8	25
90	0.2	45
90	0.2	5
90	0.8	15
0	0.1	5
90	0.4	15
270	0.8	25
0	0.1	25
180	0.1	60
180	0.4	45
180	0.8	60
180	0.2	5
90	0.2	15
0	0.1	45
90	0.2	60
0	0.2	5
270	0.1	25
0	0.4	15
0	0	1
180	0.1	25
270	0.2	45
90	0.8	5
180	0.1	15
0	0.4	25
270	0.8	60
270	0.2	5
90	0.4	15
90	0.8	25
180	0.8	25
180	0.8	5
90	0.1	60
90	0.1	25
180	0.1	5
90	0.8	45
270	0.4	25
270	0.4	60
180	0.2	5
270	0.1	45
0	0.2	60
90	0.1	25
270	0.2	45
0	0	1
90	0.4	25
0	0	1
0	0.1	15
270	0.8	5
90	0.2	15
270	0.8	45
90	0.2	60
90	0.4	60
180	0.8	15
180	0.4	60
270	0.1	5
180	0.4	45
180	0.8	5
0	0	1
0	0.8	15
0	0	1
90	0.1	25
180	0.8	45
90	0.4	25
0	0.8	45
90	0.8	45
90	0.1	60
270	0.8	45
270	0.8	45
0	0.2	60
0	0	1
0	0.2	5
0	0.4	45
0	0.1	15
0	0	1
270	0.4	5
180	0.4	25
0	0.4	15
0	0.2	5
0	0.1	15
270	0.8	45
270	0.2	60
0	0.1	60
90	0.2	15
270	0.8	25
270	0.8	25
90	0.4	45
180	0.4	45
180	0.2	45
270	0.8	5
0	0.2	60
270	0.1	5
270	0.2	60
270	0.2	5
270	0.4	45
270	0.4	25
180	0.2	15
180	0.2	25
180	0.4	45
180	0.2	15
180	0.8	5
90	0.2	15
90	0.1	25
180	0.8	25
90	0.1	5
180	0.1	5
0	0.4	15
90	0.4	25
180	0.4	5
270	0.2	45
0	0.2	60
90	0.1	25
0	0.1	25
180	0.8	25
270	0.1	45
0	0.1	45
0	0.4	60
0	0.8	25
270	0.2	5
90	0.4	60
0	0.2	25
0	0.4	60
270	0.2	25
90	0.2	60
90	0.8	60
90	0.1	15
0	0.4	5
0	0.8	60
180	0.1	60
270	0.4	5
0	0.8	5
0	0	1
270	0.8	15
270	0.1	60
0	0.8	15
180	0.4	5
90	0.8	25
180	0.4	60
0	0.8	25
90	0.1	45
180	0.1	60
90	0.8	60
90	0.4	60
270	0.2	60
270	0.1	45
0	0	1
0	0.4	45
270	0.4	5
0	0.8	45
180	0.1	45
0	0.1	15
180	0.4	15
180	0.4	15
0	0	1
0	0	1
180	0.8	60
180	0.8	45
270	0.2	15
180	0.1	25
90	0.8	15
0	0	1
0	0	1
270	0.4	5
0	0.8	60
90	0.1	5
90	0.8	45
90	0.8	5
180	0.1	45
0	0.8	15
180	0.4	15
270	0.2	60
270	0.4	15
0	0.1	25
90	0.8	5
270	0.4	60
180	0.8	45
180	0.8	45
0	0.4	45
180	0.2	15
180	0.1	15
0	0	1
90	0.1	45
180	0.1	45
180	0.2	25
180	0.2	45
180	0.2	25
90	0.1	25
90	0.4	25
270	0.1	5
270	0.4	25
180	0.8	5
0	0.2	15
0	0.8	5
0	0.2	45
0	0.8	60
180	0.4	5
90	0.1	45
180	0.1	5
180	0.1	25
0	0.1	45
270	0.4	25
180	0.1	60
270	0.4	25
0	0.1	5
90	0.4	5
0	0.2	5
0	0.8	60
270	0.2	25
180	0.1	60
0	0.8	5
90	0.1	60
0	0.4	15
90	0.1	60
0	0.8	60
180	0.2	60
270	0.8	25
0	0.8	25
180	0.4	60
270	0.4	60
90	0.8	45
180	0.4	45
270	0.8	25
0	0	1
270	0.2	5
90	0.8	15
90	0.4	45
0	0.4	25
0	0.8	45
180	0.1	45
180	0.1	15
0	0.1	45
180	0.8	45
90	0.8	60
0	0.1	15
180	0.2	5
180	0.2	25
0	0	1
90	0.2	15
180	0.1	15
270	0.1	45
0	0.1	5
270	0.4	5
90	0.4	60
0	0.8	60
180	0.1	25
90	0.4	5
0	0.4	5
270	0.8	60
270	0.2	5
90	0.1	5
90	0.4	25
0	0	1
0	0.8	25
270	0.4	15
90	0.1	15
90	0.2	15
90	0.8	15
270	0.4	60
90	0.2	45
90	0.4	25
270	0.4	60
90	0.2	60
90	0.2	60
270	0.8	5
270	0.2	25
270	0.2	15
270	0.4	45
0	0.8	5
0	0.1	15
0	0.8	5
270	0.2	15
0	0.2	15
0	0	1
180	0.1	15
270	0.4	5
270	0.8	45
180	0.8	60
90	0.1	60
180	0.8	45
90	0.2	25
90	0.1	25
0	0.8	60
0	0.4	45
90	0.1	25
180	0.4	25
180	0.2	5
90	0.8	60
0	0.4	25
270	0.8	5
0	0.1	45
90	0.8	25
180	0.1	60
0	0.8	5
180	0.4	5
90	0.4	15
0	0.4	60
270	0.2	25
180	0.2	25
180	0.1	25
180	0.4	15
270	0.2	25
90	0.2	15
0	0.4	60
0	0	1
270	0.1	25
90	0.4	15
270	0.2	5
270	0.8	15
180	0.8	5
90	0.4	45
180	0.8	45
0	0.4	15
180	0.1	25
90	0.1	15
0	0.8	45
0	0.4	60
270	0.2	15
270	0.4	45
270	0.4	5
270	0.1	60
270	0.8	25
0	0.4	15
270	0.1	45
90	0.8	15
0	0.1	45
270	0.2	45
90	0.2	15
270	0.2	5
90	0.2	60
270	0.1	15
180	0.1	15
0	0.8	25
180	0.8	60
90	0.8	5
180	0.8	60
180	0.8	60
0	0.1	5
180	0.1	60
0	0.1	60
0	0	1
0	0.2	5
270	0.4	45
90	0.8	60
0	0.4	25
180	0.4	15
180	0.4	45
0	0.1	45
90	0.4	5
270	0.8	15
180	0.2	60
270	0.4	60
270	0.2	15
90	0.2	25
90	0.8	45
270	0.2	60
270	0.4	45
180	0.8	45
270	0.1	45
90	0.2	5
180	0.1	45
180	0.2	5
0	0.1	15
180	0.8	5
180	0.1	45
270	0.2	5
90	0.1	45
90	0.1	15
0	0.1	60
180	0.8	25
180	0.1	5
0	0.1	60
90	0.4	60
270	0.4	15
180	0.4	25
0	0.4	25
90	0.8	45
90	0.2	25
270	0.8	5
0	0.1	60
180	0.8	45
180	0.8	5
0	0.1	15
0	0.8	45
270	0.1	15
270	0.2	5
270	0.1	15
90	0.2	15
180	0.4	15
0	0.8	15
90	0.4	60
270	0.8	15
0	0.2	60
0	0	1
0	0.4	45
0	0.2	5
0	0.2	45
90	0.4	5
90	0.2	45
180	0.4	15
270	0.1	5
0	0.4	5
0	0	1
0	0.8	15
90	0.2	5
180	0.2	25
0	0.1	60
0	0.2	5
90	0.8	60
270	0.1	25
180	0.1	25
0	0.2	25
90	0.8	45
0	0.4	15
90	0.4	15
270	0.8	60
90	0.1	60
0	0	1
90	0.2	25
180	0.2	5
90	0.1	60
270	0.2	15
0	0.1	25
180	0.2	15
180	0.1	60
90	0.2	15
270	0.1	25
0	0.1	25
90	0.4	5
180	0.8	45
270	0.2	45
90	0.8	45
90	0.1	5
270	0.1	25
180	0.2	45
0	0.4	60
270	0.2	25
180	0.4	15
270	0.1	60
0	0.1	25
270	0.8	60
0	0.2	45
90	0.2	45
90	0.4	15
90	0.4	25
90	0.2	45
180	0.2	25
0	0.8	45
90	0.4	60
90	0.2	5
0	0.4	5
270	0.2	15
90	0.1	25
0	0.1	60
180	0.2	5
270	0.4	5
180	0.4	25
270	0.8	15
270	0.8	60
270	0.1	5
0	0	1
270	0.2	25
180	0.1	15
90	0.1	60
90	0.4	45
90	0.2	5
180	0.8	5
180	0.8	45
90	0.2	5
180	0.2	60
180	0.8	5
90	0.8	45
180	0.2	15
0	0.4	5
90	0.2	60
270	0.2	25
0	0.2	25
0	0.8	60
90	0.8	25
270	0.1	15
0	0.2	60
180	0.8	25
0	0.4	60
90	0.2	25
0	0.1	60
0	0.4	45
0	0.2	15
180	0.8	15
0	0.4	5
90	0.4	45
90	0.1	15
0	0.1	45
270	0.1	45
180	0.2	60
180	0.1	5
0	0.4	60
90	0.8	5
180	0.1	45
90	0.1	5
0	0.4	5
270	0.2	60
270	0.4	5
270	0.4	15
0	0	1
90	0.8	60
90	0.4	45
270	0.4	60
180	0.4	60
180	0.4	5
180	0.4	5
270	0.2	60
270	0.2	60
180	0.1	15
0	0.8	60
90	0.4	15
90	0.2	60
0	0.1	25
180	0.1	5
90	0.2	5
270	0.4	15
0	0.8	60
0	0.2	25
180	0.8	60
270	0.4	25
90	0.2	15
0	0.4	5
180	0.2	45
180	0.8	25
0	0	1
180	0.8	60
90	0.8	5
0	0	1
270	0.8	15
0	0	1
0	0.8	15
0	0.2	45
0	0	1
270	0.1	15
180	0.8	15
90	0.1	15
270	0.1	15
0	0.2	15
180	0.8	15
180	0.8	15
90	0.4	5
270	0.2	60
180	0.2	5
0	0.2	60
90	0.1	45
90	0.2	60
90	0.1	60
90	0.1	5
180	0.2	25
270	0.2	5
0	0.4	45
0	0	1
0	0	1
0	0.4	15
270	0.4	45
90	0.1	25
270	0.8	5
90	0.2	60
270	0.1	60
180	0.2	60
180	0.4	5
90	0.8	25
0	0.8	15
0	0.2	25
180	0.4	60
0	0.1	15
180	0.4	60
270	0.8	45
90	0.8	45
0	0.4	60
180	0.4	45
0	0.4	25
0	0.4	60
180	0.2	15
270	0.1	5
270	0.2	45
0	0.1	5
270	0.1	60
0	0.2	25
180	0.2	15
0	0.1	15
0	0.8	5
0	0.2	60
270	0.8	25
180	0.2	5
90	0.4	45
180	0.4	60
270	0.8	15
180	0.4	15
270	0.1	60
0	0.2	5
180	0.1	60
180	0.8	25
270	0.8	15
180	0.1	45
180	0.8	15
0	0.8	25
270	0.8	45
